Input,Target
"Roland: ""Johnny, when I was a kid and I did a bad thing, my father took the doors off my room. And he said to me, ""Roland, privacy is earned."""" | Johnny: ""I am having a tough time following that. What the hell does that have to do with privacy?"" | Roland: ""Nothing. I just got mad, and I took your doors.""","Johnny: ""Look, if you took offense to anything I said back at the motel, just know it wasn't personal."""
"Johnny: ""I am having a tough time following that. What the hell does that have to do with privacy?"" | Roland: ""Nothing. I just got mad, and I took your doors."" | Johnny: ""Look, if you took offense to anything I said back at the motel, just know it wasn't personal.""","Roland: ""All right, apology accepted."""
"Roland: ""Nothing. I just got mad, and I took your doors."" | Johnny: ""Look, if you took offense to anything I said back at the motel, just know it wasn't personal."" | Roland: ""All right, apology accepted.""","Johnny: ""Well, that was less of an apology, and more of an explanation."""
"Johnny: ""Look, if you took offense to anything I said back at the motel, just know it wasn't personal."" | Roland: ""All right, apology accepted."" | Johnny: ""Well, that was less of an apology, and more of an explanation.""","Roland: ""Nevertheless, I accept your apology. So thank you again for that apology."""
"Roland: ""All right, apology accepted."" | Johnny: ""Well, that was less of an apology, and more of an explanation."" | Roland: ""Nevertheless, I accept your apology. So thank you again for that apology.""","Johnny: ""Well, there was no apology, and I can't do this anymore!"""
"Johnny: ""Well, that was less of an apology, and more of an explanation."" | Roland: ""Nevertheless, I accept your apology. So thank you again for that apology."" | Johnny: ""Well, there was no apology, and I can't do this anymore!""","Roland: ""You said you're sorry in a very sweet and humble way, and that takes a big man to do that, and that's what Johnny Rose is! A big man! Ooh!"""
"Moira: ""Hi, hello, come here, please. I don't suppose you saw any hobos or crackheads loitering around the hotel today? While the rooms were exposed to the world like a Moroccan fair, someone got in here and stole my earrings. But it was just... but it was just you here today. I'm assuming you were the only one here on the premises today?""","Stevie: ""I think I know where you're going with this."""
"Moira: ""Hi, hello, come here, please. I don't suppose you saw any hobos or crackheads loitering around the hotel today? While the rooms were exposed to the world like a Moroccan fair, someone got in here and stole my earrings. But it was just... but it was just you here today. I'm assuming you were the only one here on the premises today?"" | Stevie: ""I think I know where you're going with this.""","Moira: ""No, I'm simply confirming that you alone were here when the earrings were stolen."""
"Moira: ""Hi, hello, come here, please. I don't suppose you saw any hobos or crackheads loitering around the hotel today? While the rooms were exposed to the world like a Moroccan fair, someone got in here and stole my earrings. But it was just... but it was just you here today. I'm assuming you were the only one here on the premises today?"" | Stevie: ""I think I know where you're going with this."" | Moira: ""No, I'm simply confirming that you alone were here when the earrings were stolen.""","Stevie: ""Are you asking me if I stole your earrings?"""
"Stevie: ""I think I know where you're going with this."" | Moira: ""No, I'm simply confirming that you alone were here when the earrings were stolen."" | Stevie: ""Are you asking me if I stole your earrings?""","Moira: ""No, I would never, please! But I also would certainly never press charges if my earrings were suddenly to be returned. If they suddenly reappeared, if you gave them back I would not press charges, I would look the other way."""
"Moira: ""No, I'm simply confirming that you alone were here when the earrings were stolen."" | Stevie: ""Are you asking me if I stole your earrings?"" | Moira: ""No, I would never, please! But I also would certainly never press charges if my earrings were suddenly to be returned. If they suddenly reappeared, if you gave them back I would not press charges, I would look the other way.""","Stevie: ""Okay, you know what? I gotta run. 'Cause I wanna hit the pawn shop before it closes. I owe my crack dealer a ton of money, so. You seem like you have this under control, though."""
"Moira: ""David, I politely asked that concierge girl if she had stolen my earrings, and she turned ice cold, and now she's on her way to a pawn shop!""","David: ""What?! I need a towel!"""
"David: ""Hi, I am sorry if my mom accused you of taking something. Okay, but does this mean that when you're cleaning our rooms, you're gonna put weird stuff in our beds out of spite, or something?""","Stevie: ""I won't be cleaning your room."""
"David: ""Hi, I am sorry if my mom accused you of taking something. Okay, but does this mean that when you're cleaning our rooms, you're gonna put weird stuff in our beds out of spite, or something?"" | Stevie: ""I won't be cleaning your room.""","David: ""Okay, can I ask you a question? I think you're kind of rude!"""
"David: ""Hi, I am sorry if my mom accused you of taking something. Okay, but does this mean that when you're cleaning our rooms, you're gonna put weird stuff in our beds out of spite, or something?"" | Stevie: ""I won't be cleaning your room."" | David: ""Okay, can I ask you a question? I think you're kind of rude!""","Stevie: ""Is that a question?"""
"Stevie: ""I won't be cleaning your room."" | David: ""Okay, can I ask you a question? I think you're kind of rude!"" | Stevie: ""Is that a question?""","David: ""I have asked you thrice now for a towel, so that I may wash this town off my body. Do you think I wanna be here?"""
"David: ""Okay, can I ask you a question? I think you're kind of rude!"" | Stevie: ""Is that a question?"" | David: ""I have asked you thrice now for a towel, so that I may wash this town off my body. Do you think I wanna be here?""","Stevie: ""Do you think I wanna be here?!"""
"Stevie: ""Is that a question?"" | David: ""I have asked you thrice now for a towel, so that I may wash this town off my body. Do you think I wanna be here?"" | Stevie: ""Do you think I wanna be here?!""","David: ""I don't know what you want, you've given me one word answers since I got here!"""
"David: ""I have asked you thrice now for a towel, so that I may wash this town off my body. Do you think I wanna be here?"" | Stevie: ""Do you think I wanna be here?!"" | David: ""I don't know what you want, you've given me one word answers since I got here!""","Stevie: ""So if I get you a towel you'll stop following me to my car? Fine, but I'm only doing this because you called me rude, and I take that as a compliment."""
"Johnny: ""The man is a lunatic! What the hell happened here?""","Moira: ""Right now some local is pawning my earrings for crank. Yes, my diamonds, the one thing I could hide under my tongue."""
"Johnny: ""The man is a lunatic! What the hell happened here?"" | Moira: ""Right now some local is pawning my earrings for crank. Yes, my diamonds, the one thing I could hide under my tongue.""","Johnny: ""Moira, I took your earrings out of here, and I put them in my shoe. For safekeeping."""
"Alexis: ""Stavros just texted me. And he ended it, he's not coming! He said he doesn't have time to come and get me, because he already rsvp'd to Diddy's white party, and doesn't have time to do both! But I was supposed to be his date to the white party!""","Moira: ""Alexis, he was never my favourite Stavros."""
"Alexis: ""Stavros just texted me. And he ended it, he's not coming! He said he doesn't have time to come and get me, because he already rsvp'd to Diddy's white party, and doesn't have time to do both! But I was supposed to be his date to the white party!"" | Moira: ""Alexis, he was never my favourite Stavros.""","Johnny: ""I've hated that guy ever since he asked me to do lines with him at my sixtieth."""
"Alexis: ""Stavros just texted me. And he ended it, he's not coming! He said he doesn't have time to come and get me, because he already rsvp'd to Diddy's white party, and doesn't have time to do both! But I was supposed to be his date to the white party!"" | Moira: ""Alexis, he was never my favourite Stavros."" | Johnny: ""I've hated that guy ever since he asked me to do lines with him at my sixtieth.""","David: ""Just out of sheer curiosity, um, where do you stand now on whether or not you think this motel is cute? Like, is it still cute, or is it..."""
"Moira: ""Alexis, he was never my favourite Stavros."" | Johnny: ""I've hated that guy ever since he asked me to do lines with him at my sixtieth."" | David: ""Just out of sheer curiosity, um, where do you stand now on whether or not you think this motel is cute? Like, is it still cute, or is it...""","Alexis: ""You're a dick, David!"""
"Johnny: ""I've hated that guy ever since he asked me to do lines with him at my sixtieth."" | David: ""Just out of sheer curiosity, um, where do you stand now on whether or not you think this motel is cute? Like, is it still cute, or is it..."" | Alexis: ""You're a dick, David!""","David: ""Oh, I'm a dick! Okay, did I dump you for a party?!"""
"Johnny: ""David, help me with the doors.""","David: ""No I can't, I just got out of the shower."""
"Johnny: ""David, help me with the doors."" | David: ""No I can't, I just got out of the shower.""","Johnny: ""I need help with the doors."""
