Character,Dialogue
Moira,Slurred They dare to call me irrelevant?
Moira,"Shag carpeting, that's irrelevant!"
Moira,"""Good riddance,"" is what they said."
Johnny,"Oh, who said that, sweetheart?"
Moira,They're no name commentors.
Johnny,"Are we having a bad day, honey?"
Moira,"That'll be fine, thank you."
Moira,I'm afraid I don't have a gratuity right now.

Alexis,"So, that guy from the other night."
Alexis,"He's not for me, right?"
Alexis,That beardy guy that I kissed at the party.
Alexis,"He's gross, right? Like, that's not a thing for me."
Alexis,"There wasn't like, a spark or anything."
David,You mean the hitchhiker that was burning meat over a garbage can?

Johnny,Have you seen your mother today?
David,"Um yeah, she was face down on the carpet before dragging herself into the closet."
Johnny,And you didn't say anything?!
David,I thought she was maybe looking for a contact or something.
Johnny,"Yeah, she googled herself again, now she's having one of her ""things."""
David,How bad is it?
Johnny,How bad is it? A solid seven.
Alexis,"It's not an eight, which seems manageable for you."
Johnny,"Well, except I've got a few things I have to take care of, so I need you two to go in, and take..."
Alexis,"No, I did Saint-Tropez, so."
David,"And I did her birthday, and Aspen twice."
Johnny,And I'm trying to sell this town.
Johnny,"So, if you kids want any chance of getting out of here, you'll help me out, and go in and look after your mother!"
Alexis,"Well, my horoscope said that I shouldn't assume responsibility for anybody but myself today."
Johnny,"Yeah, and my horoscope says, why don't you go in and help your mother!"
Johnny,"And don't let her out of your sight, okay?"
Johnny,We don't want her detonating in public!
Alexis,"Though it is kind of fun to watch, though."
Alexis,Not when you're the one she's trying to back over with a car.

Johnny,How did you pay for this eye cream?
David,"Oh, one of my credit cards is still working."
Johnny,"Oh, you're charging things to your credit card?!"
Johnny,"I see, and how are you gonna pay for it?"
David,"I don't think you understand, I already have it."
Johnny,so you can pay for the cream from Paris!
David,"Okay well, tell that to the bags under my eyes, then."
Johnny,"And right after you tell your next joke, I want you to go down to the front desk, and ask what's-her-name..."
Johnny,Where you can get a job around here! All right?
Johnny,"I'm in the middle getting rid of an x-rated sign, before it scares off the few buyers we might actually have!"
David,"Okay, I'll get on that."
Johnny,"You want the smooth under eyes of a 16-year-old, get a job!"

Alexis,"You just need to relax mom, because it's not like your boyfriend left you for a Scandinavian flight attendant!"
Alexis,What kind of name is Kika anyway?
Alexis,"I'm the one that should be in the closet right now, not you."
Moira,My foot's fallen asleep.
Moira,"Hey, shall we see what they're saying about you and Stavros?"
Alexis,You know what I think we should do?
Alexis,"I think we should go get something to eat, because when you're eating you can't be talking to me, okay?"
Alexis,"Okay, I just remembered that being a mother is not your strong suit."
Moira,"Oh darling, I'm only telling you because it's true!"
Alexis,And because you gobbled down a hundred thousand anti-depressants this morning.
Moira,I was hungry! But I could still eat.

David,"If one were to theoretically look for a job here in Schitt's Creek, where would you... suggest that that person go to look?"
David,"Is there, like, a bulletin board or a pamphlet, or something with information on it?"
Stevie,"No, no bulletin board..."
Stevie,What kind of job are you looking for?
David,"Um, something in like, art curating, or trend forecasting."
Stevie,"Oh, okay... um, hmmm, let's see."
Stevie,"Not seeing anything in art curating, or trend forecasting, that's weird."
Stevie,"Um, do you have any other skills or areas of expertise?"
David,I've been told I have really good taste.
Stevie,"Oh, well, that's good."
Stevie,"Um, let's see... Oh!"
David,Bag boy at the grocery store.
David,I don't know what that is.
Stevie,"You put groceries in bags, so that people can carry their groceries out of the grocery store."
David,"Okay, and how much do you think that would pay?"
Stevie,"Mmm, I'm gonna say minimum wage."
David,"Which is what, forty, forty-five something an hour?"
David,"Um, well, something to think about."
David,"For sure, thank you."

Moira,"I would like two apple fritters, sliver of pecan pie, large fries with gravy and bacon!"
Alexis,"Okay, so, she will have scrambled egg whites and some steamed spinach, please, thank you."
Moira,"And some pecan pie! Onion rings, and ice cream!"
Alexis,"Actually, none of that, and I will have a tea, thank you."
Twyla,"Um, Mrs. Rose, are you okay? You seem a bit..."
Alexis,she is fine.

Alexis,"Hey! Stay here, okay? Don't move!"
Alexis,"Oh wow, I'm really bored."
Alexis,Hey! Hey! Hey you! Hey!
Alexis,"Hey, so I just wanted to be clear about what happened the other night."
Alexis,The reason that I let you kiss me.
Mutt,"Um, you kissed me."
Alexis,"Yeah, no, I can see how that would be confusing, but I just wanted to let you know that that was just me going through some stuff."
Alexis,"So, why do they give you table scraps?"
Alexis,"Are you, like, a poor person, or?"
Mutt,"Uh, no, but thanks for asking."
Mutt,"No, I use it to compost."
Mutt,"You know, that way nothing gets thrown out."
Alexis,"Yeah, no, I... I know composting."
Alexis,"Um, Gwyneth Paltrow does a compost gift exchange."
Alexis,"Okay, great, I'm glad that we could clear this up."

Bob,Speak of the devil.
Johnny,I... I just stopped by to make an appointment to see the town council.
Bob,"I'm Bob, that's Ronnie, you know Ray."
Johnny,Spent a wonderful morning with Ray.
Johnny,"Well, I can see you've got a million things on your plate, so I'll get to the point, it's about the town sign."
Ray,I told you he wouldn't let this go!
Bob,The sign tells people what to expect when they're in town.
Bob,Do you have a problem with that message?
Johnny,"A major problem, Bob."
Johnny,"I'd like to convey a better, cleaner image."
Bob,"There's a lot of history in that sign, Johnny."
Ronnie,some outsider coming in here and changing everything.
Ronnie,"If it ain't broke, don't fix it!"

Jocelyn,"hey moira,how are you?"
Moira,"I'm eating egg whites, and hoping the building will collapse."
Jocelyn,"Anyways, I have a giant favour."
Jocelyn,"My class is putting on a play for the younger grades, and I just... thought that you'd be perfect, you know, to help coach the kids."
Jocelyn,"Because they'd be thrilled to have someone like you, an actual star... teach them?"
Moira,That must have taken such courage to ask me that.
Moira,"But in show business boldness is rewarded, so my answer is yes."
Jocelyn,That is such good news!

Johnny,"So, how'd it go?"
David,"I met with a woman at a very sad grocery store, and I have an interview to be a bag boy."
David,That's all that I'm apparently qualified to be.
Johnny,"Well, the interview's where you make your first good impression, so, it's gotta count."
David,"I'm interviewing to be a bag boy, not a personal injury lawyer."
Johnny,"David, I've had enough people hire enough people in my day to know exactly what they're looking for in an interview, so, let's go! Let's get up."
Johnny,"Tell me David, why do you want this job?"
David,I don't want this job.
Johnny,"Well, thank you very much, and don't expect a phone call!"
Johnny,"All right, do it right!"
David,Or let's not do it.
Johnny,"Now, we're gonna start again."
Johnny,"Tell me, David, why do you want this job?"
David,I ran out of eye cream.
Johnny,"Okay, you're not gonna get this job."
Johnny,You're not gonna get this job!
Johnny,You know why? Your attitude sucks!
Johnny,And look at how you're dressed!
Johnny,What is this?! Colostomy bag pants!
Johnny,I'm the manager of a family run grocery store.
Johnny,I'm not gonna hire you!
Johnny,"You're not gonna get the job, you're the last person..."

Johnny,Alexis where is your mother?
Alexis,"And I'm fine too, if anybody cares."
Johnny,I told you to watch her!
Alexis,I did watch her!
Alexis,I watched her talk to Jocelyn.

Moira,does anyone have a background in the theater?
Moira,"I see, a class grounded in realism, nice work."
Moira,Because that is where we find our deepest well.
Moira,May I be up front?
Moira,"We're not here to play, or to have fun!"
Moira,You will work until it hurts!

Roland,"Hey, come here a second!"
Johnny,"Hey, just the man I wanna see!"
Roland,"So word on the street is that you're all freaked out about the town sign, is that right?"
Johnny,"No, no, I'm not freaked out about the town sign, I just..."
Roland,"... Or something, is that it?!"
Johnny,"No, no, no, this is not about your family."
Johnny,It's not about your family.
Roland,"Oh, really? Okay, interesting."
Roland,"In the car, come on!"

Moira,"It's not your fault, the script is garbage!"
Moira,"Okay, which one of you wrote this?"
Jocelyn,I wrote this.
Moira,"Jocelyn, have you ever been addicted to drugs?"
Moira,"Then write what you know, okay?"
Moira,The quiet suffering of a woman trapped in a relationship with a simpleton.
Jocelyn,"That's not what I know Moira, and drug awareness is part of the curriculum, so."

Alexis,"Um, were you working out or something? Or..."
Alexis,"Okay, well, I'm sorry for interrupting."
Alexis,"Um, I just I happened to be in the area, so..."
Twyla,hey alexis.
Alexis,I didn't know you two were uh...
Mutt,Did you wanna come in?
Mutt,I was just about to make some tea.
Alexis,"Mmm, no, I'm good."
Alexis,"Uh, I should be getting back to my mom, who's not well, yeah, so, I'm gonna go."
Alexis,You guys have fun!

Roland,"That is my great grandfather up there, Horace Schitt."
Roland,"He was a visionary, Johnny!"
Roland,"He discovered this land, he developed it, and he turned it into the little slice of heaven that it is."
Roland,And I'm proud of him! You understand that?
Johnny,"Roland, you've got this all wrong."
Roland,Why do you hate me?
Johnny,I don't hate you! I don't hate you!
Roland,"Well then, why do you have a problem with a sign that celebrates my family?"
Johnny,"It's not, it's just the way they're celebrating, that's all!"
Roland,"Okay, so now you hate my family."
Johnny,I don't hate your family!
Roland,"Well then, what is your big fat problem with the sign?!"
Johnny,It looks like your great grandfather's having sex your great grandmother right up the ass!
Roland,Oh my go... that is so demented!
Johnny,You can't tell me you don't see that!
Roland,"Well, you know, now that you put that creepy thought in my head, sure, I... I see it, but you got it all wrong, pal!"
